Id,Body,Title,AcceptedAnswerId,CreationDate,AnswerCount,CommentCount
"19770591","I'm developing a Qt4 app and running it under gnome, but I would really like it to use a KDE system theme (Oxygen) and color scheme (Obsidian Coast).  Unfortunately, the application doesn't seem to respond to changes in systemsettings.

I am at least able to get the app to use the theme I want programmatically by setting the QStyle:

QApplication app( argc, argv );
app.setStyle(QStyleFactory::create(""oxygen"");


but I don't know of any similar approach for setting the color scheme, and this is kind of ugly anyway.

Interestingly, I've already developed some PyQt4 apps on this same machine and they pick up changes in systemsettings just fine.  I'm not really sure why a C++ Qt4 app would behave differently.

One more note: I've noticed that changing the window appearance via the gnome dialog will affect my C++ qt window's appearance - so perhaps Gnome is overriding my KDE configuration somehow?
","Using KDE System Theme in Pure Qt Application","21000725","2013-11-04 15:03:52","1","2"
"19778013","Im doing some C coding but im unable to store g_settings permanently!

#include &lt;stdlib.h&gt;
#include &lt;locale.h&gt;


#include &lt;gio/gio.h&gt;
int main(int argc, char **argv)
{
  GSettings *settings;
  g_type_init();
  settings = g_settings_new (""org.nemo.desktop"");
  printf(""%s\n"", g_settings_get_string(settings, ""font""));
  g_settings_set (settings, ""font"", ""s"", ""Arial"");
  if (g_settings_get_has_unapplied (settings)) printf(""X"");
  printf(""%s\n"", g_settings_get_string(settings, ""font""));
  return 0;
}


Trying on Linux Mint 13 Cinnamon (paths,etc. are correct). 
","G_Settings apply changes","19789228","2013-11-04 21:59:07","2","2"
"19787276","I have a GTK3/Metacity theme which uses dark title bars.

Recent versions of Gnome 3 combine title- and toolbars, e.g. in Nautilus. I want to change their color to be consistent with all other GTK windows. 

<img src=""http://i.stack.imgur.com/DSE6i.png"" alt=""enter image description here"">

What is the attribute I need to look for?
","Changing the look of new Gnome 3 title bars in with a GTK3 theme","20336703","2013-11-05 10:53:21","4","0"
"19900279","I am using apache + django(mod_wsgi) to do some job.

First, I write a simple bash script that will invoke terminal on X window,
and executing some command. ex:

DISPLAY=:1 gnome-terminal -e 'sleep 9999' &amp;

If I run this command/script in ssh session, it keep alive even I logout ssh session.
However, if I execute this command in django python code. 
gnome-terminal will run and close immediately 
because its parent(apache session?) is exited?

How can I run such command(gnome-terminal -e 'cmd') by django + apache without kill it?
Thanks a lot.
","open terminal on X window by apache + django","19901201","2013-11-11 06:37:48","1","0"
"19936152","i'm using Clutter and Vala to animate different stuff. But when I for example rotate an actor around the z-axis, it dosen't just spin around itself. Instead it spins around the top-left cornor as if it was the center point. I think it has something to do with a bindcontraint but couldn't find much information about it.

so my question is: how can I make the actor spin around the center point of itself?

any examples is appreciated :) thanks in advance 
","how to animate/spin actor around it's center point?","19942220","2013-11-12 17:39:49","1","0"
"20045214","I am currently using DIA to create Er diagrams. The user interface language is ""GERMAN"". I would like to change it to ""ENGLISH"". Does any1 have idea how I could do this?

I did a little bit of research and found that I have to delete the lib/locale folder and DIA will set EN as default lanmguage. I did so but still german is set as a default language.

My operating system : Windows 7 licence version
Language : German

Any ideas?
","Gnome DIA change User Interface Language","20049793","2013-11-18 10:14:44","2","0"
"20123362","I am connecting remotely (using putty) to a VPS that's running CentOS 6.4. I tried starting the GUI by typing ""startx"" in the terminal and it told me the command was not found, thus I assume that this version of the OS does not have Gnome included.

I installed Gnome using the following command 

yum groupinstall basic-desktop desktop-platform x11 fonts


After the installation finished I typed ""startx"" and the GUI began to start. It loads until I receive the error:

error setting MTTR (base = 0xf8000000, size = 0x00400000, type = 1) Invalid argument (22) 
Window 


Is this due to an incompatibility with the GUI I installed or is there another reason for this?
","Running Gnome on CentOS 6.4 using remote connect doesn't work","20127440","2013-11-21 14:18:55","1","6"
"20267436","I'm trying to use geany like ide for ruby. But i cannot configure it for uses the correct ruby version. Here is the answers from user's terminal:

yaroslav@yaroslavpc:~$ ruby -v
  ruby 2.0.0p247 (2013-06-27 revision 41674) [i686-linux]
yaroslav@yaroslavpc:~$ which ruby
  /home/yaroslav/.rvm/rubies/ruby-2.0.0-p247/bin/ruby
yaroslav@yaroslavpc:~$ which rake
  /home/yaroslav/.rvm/gems/ruby-2.0.0-p247@global/bin/rake


And here is the answers in geany terminal (in preferences set 'gnome-terminal'):

yaroslav@yaroslavpc:~$ ruby -v
  ruby 1.9.3p0 (2011-10-30 revision 33570) [i686-linux]
yaroslav@yaroslavpc:~$ which ruby
  /usr/bin/ruby
yaroslav@yaroslavpc:~$ which rake
  /home/yaroslav/.rvm/bin/rake


I have a suspicion that the case in the terminal profile. But, even so, I do not know how to solve this problem. A little help would be very cool.

Edit:

for user's shell ps -p $$:

yaroslav@yaroslavpc:~$ ps -p $$
  PID TTY          TIME CMD
 3021 pts/1    00:00:01 bash


for geany's shell ps -p $$:

yaroslav@yaroslavpc:~$ ps -p $$
  PID TTY          TIME CMD
 8874 pts/2    00:00:00 bash


file ~/.profile:

# if running bash
if [ -n ""$BASH_VERSION"" ]; then
    # include .bashrc if it exists
    if [ -f ""$HOME/.bashrc"" ]; then
    . ""$HOME/.bashrc""
    fi
fi

# set PATH so it includes user's private bin if it exists
if [ -d ""$HOME/bin"" ] ; then
    PATH=""$HOME/bin:$PATH""
fi


file ~/.bashrc:

# ~/.bashrc: executed by bash(1) for non-login shells.
# see /usr/share/doc/bash/examples/startup-files (in the package bash-doc)
# for examples

# If not running interactively, don't do anything
[ -z ""$PS1"" ] &amp;&amp; return

# don't put duplicate lines or lines starting with space in the history.
# See bash(1) for more options
HISTCONTROL=ignoreboth

# append to the history file, don't overwrite it
shopt -s histappend

# for setting history length see HISTSIZE and HISTFILESIZE in bash(1)
HISTSIZE=1000
HISTFILESIZE=2000

# check the window size after each command and, if necessary,
# update the values of LINES and COLUMNS.
shopt -s checkwinsize

# If set, the pattern ""**"" used in a pathname expansion context will
# match all files and zero or more directories and subdirectories.
#shopt -s globstar

# make less more friendly for non-text input files, see lesspipe(1)
[ -x /usr/bin/lesspipe ] &amp;&amp; eval ""$(SHELL=/bin/sh lesspipe)""

# set variable identifying the chroot you work in (used in the prompt below)
if [ -z ""$debian_chroot"" ] &amp;&amp; [ -r /etc/debian_chroot ]; then
    debian_chroot=$(cat /etc/debian_chroot)
fi

# set a fancy prompt (non-color, unless we know we ""want"" color)
case ""$TERM"" in
    xterm-color) color_prompt=yes;;
esac

# uncomment for a colored prompt, if the terminal has the capability; turned
# off by default to not distract the user: the focus in a terminal window
# should be on the output of commands, not on the prompt
#force_color_prompt=yes

if [ -n ""$force_color_prompt"" ]; then
if [ -x /usr/bin/tput ] &amp;&amp; tput setaf 1 &gt;&amp;/dev/null; then
    # We have color support; assume it's compliant with Ecma-48
    # (ISO/IEC-6429). (Lack of such support is extremely rare, and such
    # a case would tend to support setf rather than setaf.)
    color_prompt=yes
    else
    color_prompt=
    fi
fi

if [ ""$color_prompt"" = yes ]; then
    PS1='${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ '
else
    PS1='${debian_chroot:+($debian_chroot)}\u@\h:\w\$ '
fi
unset color_prompt force_color_prompt

# If this is an xterm set the title to user@host:dir
case ""$TERM"" in
xterm*|rxvt*)
    PS1=""\[\e]0;${debian_chroot:+($debian_chroot)}\u@\h: \w\a\]$PS1""
    ;;
*)
    ;;
esac

# enable color support of ls and also add handy aliases
if [ -x /usr/bin/dircolors ]; then
    test -r ~/.dircolors &amp;&amp; eval ""$(dircolors -b ~/.dircolors)"" || eval ""$(dircolors -b)""
    alias ls='ls --color=auto'
    #alias dir='dir --color=auto'
    #alias vdir='vdir --color=auto'

    alias grep='grep --color=auto'
    alias fgrep='fgrep --color=auto'
    alias egrep='egrep --color=auto'
fi

# some more ls aliases
alias ll='ls -alF'
alias la='ls -A'
alias l='ls -CF'

# Add an ""alert"" alias for long running commands.  Use like so:
#   sleep 10; alert
alias alert='notify-send --urgency=low -i ""$([ $? = 0 ] &amp;&amp; echo terminal || echo error)"" ""$(history|tail -n1|sed -e '\''s/^\s*[0-9]\+\s*//;s/[;&amp;|]\s*alert$//'\'')""'

# Alias definitions.
# You may want to put all your additions into a separate file like
# ~/.bash_aliases, instead of adding them here directly.
# See /usr/share/doc/bash-doc/examples in the bash-doc package.

if [ -f ~/.bash_aliases ]; then
    . ~/.bash_aliases
fi

# enable programmable completion features (you don't need to enable
# this, if it's already enabled in /etc/bash.bashrc and /etc/profile
# sources /etc/bash.bashrc).
if [ -f /etc/bash_completion ] &amp;&amp; ! shopt -oq posix; then
    . /etc/bash_completion
fi

PATH=$PATH:$HOME/.rvm/bin # Add RVM to PATH for scripting

### Added by the Heroku Toolbelt
export PATH=""/usr/local/heroku/bin:$PATH""


file ~/.bash_profile:

[[ -s ""$HOME/.rvm/scripts/rvm"" ]] &amp;&amp; source ""$HOME/.rvm/scripts/rvm"" # Load RVM into a shell session *as a function*


Edit 2
Thanks a lot @Felix

I change shell comand in geany to /bin/bash --login. After that in geany's shell I execute some command:

rvm use 1.9.3 --default --install
gem install rails
gem install rake


After that:

yaroslav@yaroslavpc:~$ ruby -v
  ruby 2.0.0p247 (2013-06-27 revision 41674) [i686-linux]
yaroslav@yaroslavpc:~$ which ruby
  /home/yaroslav/.rvm/rubies/ruby-2.0.0-p247/bin/ruby
yaroslav@yaroslavpc:~$ which rake
  /home/yaroslav/.rvm/gems/ruby-2.0.0-p247/bin/rake
yaroslav@yaroslavpc:~$ which rails
  /home/yaroslav/.rvm/gems/ruby-2.0.0-p247/bin/rails

","Different paths for ruby in geany's terminal and user's gnome terminal","20268391","2013-11-28 13:25:39","1","0"
"20376195","i have a dedicated server with Linux CentOS 6.4 KVM,<br/> it does support visualization, i would like to know how can i install GNOME (desktop) to it, can someone post every step? thank you.
","install GNOME in CentOS 6.4 KVM","20376279","2013-12-04 13:05:36","1","0"
"20380610","I have a very frustrating problem: left-clicking an empty space in gnome-terminal selects the whole (empty) line.
This pretty much kills all the copy-paste functionality of gnome - in order to copy from one window to another I need to change focus to the other window, and just changing the focus selects the empty space and clears the previous selection.

More details:


I'm connecting to a Linux machine through VNC.
Same problem happens with different VNC clients.
Linux Distro: SLES 11 SP2 (i586)
Linux machine is a virtual machine on top of VMWare ESXi
VNC Server: TightVNC Server version 1.3.9


I found the description of same problem on <a href=""http://ubuntuforums.org/showthread.php?t=1354642"" rel=""nofollow"">ubuntu forums</a>, but there was no resolution posted.
","Clicking an empty space in gnome-terminal selects the whole line","21172127","2013-12-04 16:25:41","1","0"
"20394840","My Gnome Shell extension has a folder 'icons' and there is an icon file called 'MyIcon.png' inside. I want to take it as a parameter to an St.Icon object.

let icon = new St.Icon({ /* I need what to code here*/ });


Thanks for any help.

Selcuk.
","How to set a PNG file in a Gnome Shell extension for St.Icon","21104282","2013-12-05 08:21:35","3","0"
"20431733","how can I change the below code so the contents and drawings at the Drawing-area won't clean after changing window's size.<br>
I want to copy smaller surface content to top left corner of the bigger content<br>
and for copying bigger surface to smaller surface there should be some data loss<br>
code is from gtk+-3.0 reference manual

#include &lt;gtk/gtk.h&gt;

/* Surface to store current scribbles */

static cairo_surface_t *surface = NULL;

static void
clear_surface (void)
{
  cairo_t *cr;

  cr = cairo_create (surface);

  cairo_set_source_rgb (cr, 1, 1, 1);
  cairo_paint (cr);

  cairo_destroy (cr);
}

/* Create a new surface of the appropriate size to store our scribbles */
static gboolean
configure_event_cb (GtkWidget         *widget,
                    GdkEventConfigure *event,
                    gpointer           data)
{
  if (surface)
    cairo_surface_destroy (surface);

  surface = gdk_window_create_similar_surface (gtk_widget_get_window (widget),
                                               CAIRO_CONTENT_COLOR,
                                               gtk_widget_get_allocated_width (widget),
                                               gtk_widget_get_allocated_height (widget));

  /* Initialize the surface to white */
  clear_surface ();

  /* We've handled the configure event, no need for further processing. */
  return TRUE;
}

/* Redraw the screen from the surface. Note that the ::draw
 * signal receives a ready-to-be-used cairo_t that is already
 * clipped to only draw the exposed areas of the widget
 */
static gboolean
draw_cb (GtkWidget *widget,
         cairo_t   *cr,
         gpointer   data)
{
  cairo_set_source_surface (cr, surface, 0, 0);
  cairo_paint (cr);

  return FALSE;
}

/* Draw a rectangle on the surface at the given position */
static void
draw_brush (GtkWidget *widget,
            gdouble    x,
            gdouble    y)
{
  cairo_t *cr;

  /* Paint to the surface, where we store our state */
  cr = cairo_create (surface);

  cairo_rectangle (cr, x - 3, y - 3, 6, 6);
  cairo_fill (cr);

  cairo_destroy (cr);

  /* Now invalidate the affected region of the drawing area. */
  gtk_widget_queue_draw_area (widget, x - 3, y - 3, 6, 6);
}

/* Handle button press events by either drawing a rectangle
 * or clearing the surface, depending on which button was pressed.
 * The ::button-press signal handler receives a GdkEventButton
 * struct which contains this information.
 */
static gboolean
button_press_event_cb (GtkWidget      *widget,
                       GdkEventButton *event,
                       gpointer        data)
{
  /* paranoia check, in case we haven't gotten a configure event */
  if (surface == NULL)
    return FALSE;

  if (event-&gt;button == GDK_BUTTON_PRIMARY)
    {
      draw_brush (widget, event-&gt;x, event-&gt;y);
    }
  else if (event-&gt;button == GDK_BUTTON_SECONDARY)
    {
      clear_surface ();
      gtk_widget_queue_draw (widget);
    }

  /* We've handled the event, stop processing */
  return TRUE;
}

/* Handle motion events by continuing to draw if button 1 is
 * still held down. The ::motion-notify signal handler receives
 * a GdkEventMotion struct which contains this information.
 */
static gboolean
motion_notify_event_cb (GtkWidget      *widget,
                        GdkEventMotion *event,
                        gpointer        data)
{
  /* paranoia check, in case we haven't gotten a configure event */
  if (surface == NULL)
    return FALSE;

  if (event-&gt;state &amp; GDK_BUTTON1_MASK)
    draw_brush (widget, event-&gt;x, event-&gt;y);

  /* We've handled it, stop processing */
  return TRUE;
}

static void
close_window (void)
{
  if (surface)
    cairo_surface_destroy (surface);

  gtk_main_quit ();
}

int
main (int   argc,
      char *argv[])
{
  GtkWidget *window;
  GtkWidget *frame;
  GtkWidget *da;

  gtk_init (&amp;argc, &amp;argv);

  window = gtk_window_new (GTK_WINDOW_TOPLEVEL);
  gtk_window_set_title (GTK_WINDOW (window), ""Drawing Area"");

  g_signal_connect (window, ""destroy"", G_CALLBACK (close_window), NULL);

  gtk_container_set_border_width (GTK_CONTAINER (window), 8);

  frame = gtk_frame_new (NULL);
  gtk_frame_set_shadow_type (GTK_FRAME (frame), GTK_SHADOW_IN);
  gtk_container_add (GTK_CONTAINER (window), frame);

  da = gtk_drawing_area_new ();
  /* set a minimum size */
  gtk_widget_set_size_request (da, 100, 100);

  gtk_container_add (GTK_CONTAINER (frame), da);

  /* Signals used to handle the backing surface */
  g_signal_connect (da, ""draw"",
                    G_CALLBACK (draw_cb), NULL);
  g_signal_connect (da,""configure-event"",
                    G_CALLBACK (configure_event_cb), NULL);

  /* Event signals */
  g_signal_connect (da, ""motion-notify-event"",
                    G_CALLBACK (motion_notify_event_cb), NULL);
  g_signal_connect (da, ""button-press-event"",
                    G_CALLBACK (button_press_event_cb), NULL);

  /* Ask to receive events the drawing area doesn't normally
   * subscribe to. In particular, we need to ask for the
   * button press and motion notify events that want to handle.
   */
  gtk_widget_set_events (da, gtk_widget_get_events (da)
                             | GDK_BUTTON_PRESS_MASK
                             | GDK_POINTER_MOTION_MASK);

  gtk_widget_show_all (window);

  gtk_main ();

  return 0;
}

","how to save Drawing area's content after resizing window at cairo","20440910","2013-12-06 19:09:58","1","0"
"20443622","<blockquote>
  Cogl is a modern 3D graphics API with associated utility APIs designed to expose the features of 3D graphics hardware using a more object oriented design than OpenGL. The library has primarily been driven by the practical needs of Clutter but it is not tied to any one toolkit or even constrained to developing UI toolkits.
</blockquote>

I have known the names of the common gnome libraries: cairo, pango, gtk, clutter and cogl for a long time, but recently i actually found out what the the libraries did. And the gnome documentation just told me that cogl can draw 3D in a more oo way, as shown in the quote above. But i find it hard to get started.

So How can i use cogl to draw a 3d cube in vala?
Is it possible to animate the cube with clutter?

after looking through the internet, i couldn't find much. so i went to Github to look at some other peoples code but most of the code is made in C and seemed hard to read. 

Can you show some examples or links to some examples written in vala? (can also be in C, but it makes it a little harder to read)

Thanks in advance  
","draw 3D with cogl?","20447086","2013-12-07 16:22:26","1","9"
"20518737","i tried <a href=""http://elinux.org/Grabserial"" rel=""nofollow"">Grabserial</a> to measure the startup code of my embedded Linux device. It works somehow but after a while (that means a longer startup code - talking about > 26 s) it stops printing out the messages, but grabserial still is running - i have to hit the [CTRL-C] to retrieve control. I checked the serial port with putty and it's working so it's a problem with grabserial. But i can't think of what it is.

I downloaded and installed with both of the 2 install-variants and it just changed the look-and-feel but stucks at the same point.

Does anyone ever had the same problem ?

Greets

[edit:] i just checked the code, it's nothing special and actually should just break when [CTRL-C] or a timer was set and running out. But the program doesn't even break it just stops printing to console.

[edit2:] i found out, that script is too slow for processing. It seems like it only can output information when something has been sent by the serial line (like an interrupt), but it's like 2 letters transmitted but only 1 is shown. Since the script-processing is slower than booting i can't see everything, only the stuff it managed to show until my device finishes booting. I tried this with a reboot-loop process, so it gets new messages over and over again, and it never stopped printing out.

I still need support for this, does anyone have smart solution before i have to code it by my own?
","grabserial stops printing the log?","21462906","2013-12-11 12:08:24","1","3"
"20576661","I tried:

gsettings set org.gnome.desktop.background primary-color '#000000'
gsettings set org.gnome.desktop.background secondary-color '#000000'
gsettings set org.gnome.desktop.background color-shading-type 'solid'


However, my background is still the default heisenbug picture.

What setting do I have to change to use my color instead of the picture?
","How to set background to a solid color programmatically in Gnome 3?","20594882","2013-12-13 21:53:03","1","0"
"20725343","I have python program main.py

import subprocess

p = subprocess.Popen(
  ""/usr/bin/gnome-terminal -x 'handler.py'"", 
  shell = True, stdin = subprocess.PIPE, stdout = subprocess.PIPE)
p.stdin.write('Text sent to handler for display\n')


where handler.py is

#!/usr/bin/python
print ""In handler...""


Program main.py opens a new gnome-terminal and runs handler.py to display ""In handler..."". How can I get handler.py to receive and print ""Text sent to the handler for display"" sent from main.py?

The answer provided to question ""<a href=""http://stackoverflow.com/questions/15396628/sending-strings-between-to-python-scripts-using-subprocess-pipes"">Sending strings between python scripts</a>"" is the idea of what I'm after, where handler.py runs in the terminal session created by main.py.
","Communication between two gnome-terminal sessions","20726064","2013-12-22 01:38:58","1","2"
"20883945","How we can automatically change the terminal title as current directory name.
I have below command in my cshrc file

alias precmd 'echo -n ""\033]0;${PWD}\a""'


But it is displaying the full path instead of current directory path.
So I wants to update the title with current directory.

Also please Let me know if we can display the title with current directory plus its parent directory name?

for example if the full directory path is /user/shibin/code/cpp/
I need to change the terminal name as either /cpp or /code/cpp

Thank You
","How we can automatically change the terminal title as current directory name?","20886210","2014-01-02 13:20:59","1","0"
"21079506","As the title says, how would you go about converting a standard GTK3 application written in C (although Python should work as well with the gobject bindings) to have client-side decorations? I really like the idea, but I couldn't find anything that did this other than the default Gnome 3.10 apps (settings, tweak tool etc.)
","How do client side decorations work with Gnome 3.10 and GTK 3?","21081716","2014-01-12 19:52:23","1","0"
"21192173","xwininfo used to return the dimensions of the window including the border and titlebar until GNOME2. Now the same command returns the dimensions of the actual window without the borders and titlebar. So is there another command that I can use in a shell script to add the two together to get the real dimensions?
","Is there a way to find the titlebar height and window borders in GNOME3?","21193703","2014-01-17 17:30:37","1","0"
"21238611","I want to save the output of ping command. Please tell where am I doing it wrong ?

let [res, pid, stdin, stdout, stderr] = GLib.spawn_async_with_pipes(null, [""ping"",""-c"",""1"",host], null, GLib.SpawnFlags.SEARCH_PATH, null);
GLib.io_add_watch(stdout, GLib.IOCondition.IN, this._read, stdout);

","How to use GLib.io_add_watch()?","21517924","2014-01-20 16:02:28","1","2"
"21422782","I have not asked a question of this nature before, so this may not be the correct site for this.

I use the xfce terminal in drop-down mode connected to a hotkey. It closes when another window becomes active, which is just fine. What is not fine, however, is that when I use git and have it pull or push to an https url, it pops up a fun box to ask me for my password instead of just letting me enter it directly on the command line.

Normally I would google around to find the answer to this, but sadly most people are trying to get git to stop asking for a password altogether rather than prevent a dialog box, so this is hard for me to google (trust me; I've tried for a couple months now on and off when I get annoyed enough).

How can I prevent git from popping up any graphical windows for things like passwords? Git says that it is using /usr/lib/seahorse/seahorse-ssh-askpass for asking the password, so if there is some configuration option to prevent it from using that (or that has an equivalent effect), that would be great.

Thanks very much for any help.
","Prevent git from popping up gnome password box","21423400","2014-01-29 05:23:24","1","1"
"21446578","I'm trying to write a Gnome program in Javascript. HTTP requests are done with a library called Soup, and GET requests start with something like:

msg = Soup.Message.new('GET', self.url) ...


Examples for GET requests are all over the net, but how to do a POST request?
","How to send a POST request with the Javascript Soup library?","21446608","2014-01-30 02:12:25","1","0"
"21442026","I have a Linux application written in C (actually Vala which compiles to C) that loads modules via Glib's <a href=""https://developer.gnome.org/glib/stable/glib-Dynamic-Loading-of-Modules.html"" rel=""nofollow"">GModule 2.0</a> API. I'm interested in writing a module for it in Python. Is that possible?

Python has GModule bindings via GObject-introspection (PyGI) and I've found documentation for them <a href=""http://lazka.github.io/pgi-docs/api/GModule_2.0/index.html"" rel=""nofollow"">here</a> but that looks like that's functions for loading modules and not for being loaded as a module. 

According to <a href=""http://blog.eikke.com/index.php/ikke/2005/05/18/gmodules_are_fun"" rel=""nofollow"">this blog post</a>, in C the loaded module uses G_MODULE_EXPORT to export its functions to the core and the docs I found don't seem to list anything like that.
","Can I load Python scripts as Glib GModules?","21444938","2014-01-29 20:32:58","1","2"
"21507090","Twice since installing NoMachine a few years ago on Ubuntu, I've upgraded Ubuntu. And each time the upgrade broke NoMchine and I had to implement a workaround found on the web. So I wasn't surprised when I got around today to upgrading from Ubunto 12.10 to 13.10 that, once again, it broke NoMachine. But this time, I cań't find a solution after searching the web for a couple hours.

The problem is that for some reason Ubuntu is unable to execute the fallback to GNOME classic (no effects), which NoMachine says is required. I followed the instructions on the NoMachine site for configuring NoMachine 4, which is to sudo apt-get install gnome-session-fallback and then insert DefaultDesktopCommand ""/etc/X11/Xsession gnome-session-fallback"" into the file &lt;installationDirectory&gt;/NX/etc/node.cfg.

Before and after doing this, when I try to create a gnome session from a remote NoMachine client, I get the error message

Xsession: unable to launch ""gnome-session-fallback"" X session ---""gnome-session-fallback""
not found: falling back to default session


And then it just displays a black screen.

I tried using gnome-session-flashback per some comments on other forums, and that didn't help. I also tried using xfce4 instead of gnome. That brings up a desktop, but then the client Seg Faults as soon as I try to interact with the desktop.
","Ubuntu 13.10 breaks NoMachine","22095294","2014-02-02 04:36:15","1","1"
"21532227","Am trying to get Mime type from extension like .html should give back text/html.
I know how to get Mime with file available but not other way. Is there a way to query mime from extension, at least known ones?
","Get Mime type from file extension","21552150","2014-02-03 16:14:40","1","0"
"21813706","in order to configure vim I need to be able to know C-PGUP and C-PGDOWN keycodes.

what I usually do is 

Ctrl-V Ctrl-PGUP 


or

Ctrl-V Ctrl-PG 


this gives something like 

^[[5;5~


or

^[[6;5~


outside of tmux.

when doing the same in tmux, nothing happens wit Ctrl-PGUP or ctrl-PGDOWN... as if the terminal was just not detecting I pressed those keys (Ctrl-V works fine with other key combinations)

FYI, I am running tmux inside gnome-terminal (same problem with xterm... must be a tmux configuration issue...).

any help would be greatly appreciated
","unable to get C-PGUP or C-PGDOWN key codes in tmux","21834484","2014-02-16 16:07:01","1","0"
"21944166","In my ubuntu PC, and by python script, I need to get the default path of icon of specific file type.

as : 

def get_icon_path(extenstion):
    ...
    ...
    return icon_path


<blockquote>
  get_icon_path(""py"")
  
  /usr/share/icons/Humanity/mimes/48/text-x-python.svg
</blockquote>

N.B: I read this question, which act only with currently existing files.

<a href=""http://stackoverflow.com/questions/9203251/how-can-i-get-an-icon-or-thumbnail-for-a-specific-file"">How Can I Get an Icon or thumbnail for a Specific file</a>
","Get the default icon for specific file type in Ubuntu OS by python","21947530","2014-02-21 20:06:22","1","0"
"22161966","I have written a simple ""hello, world"" program from here <a href=""http://www.cprogramming.com/tutorial/c/lesson1.html"" rel=""nofollow"">http://www.cprogramming.com/tutorial/c/lesson1.html cprogramming: lesson 1</a>, the output is shown then the terminal prompt shows up in the following one. When executing another program:

#include &lt;stdio.h&gt;

main()
{
int age;
printf(""How old are you?"");
scanf(""%d"", &amp;age);
if (age &lt;= 20) 
{
printf(""You are still young"");
}
else if (age &gt;= 20)
printf(""You are not that young anymore!"");
else if (age &gt;= 30)
printf(""Hello young man!\n"");
getchar();
return 0;
}


The output is shown in the same line as the terminal prompt in Gnome Terminal 3.6.1 on Ubuntu 13.10. I just don't know if this a code issue or is it related to the terminal only.
","Simple C program executed in the terminal with prompt alogside the final output","22162037","2014-03-04 02:56:18","2","1"
"22193289","I am using Ubuntu and Gnome. If I want to switch from one app to the other I can use Alt + Tab - perfect! In my current Gnome environment, one app for example Nautilus is able to start more than one instance. Alt + Tab hops over all Nautilus instances at once. What is the shortcut to switch between all 'own' instances of an app in Linux Ubuntu Gnome.  
","Gnome - shortcut to switch through instances of one application","22193385","2014-03-05 09:16:08","1","2"
"22267972","Using Gnome 3.8 I am now using <a href=""http://gnome-look.org/content/show.php/FlatStudio?content=154296"" rel=""nofollow"">FlatStudio</a> as my GTK theme. After a few tweaks within /themes/FlatStudioDark/gtk-3.0/, I noticed this:

<img src=""http://i.imgur.com/el1qNe8.png"" alt=""some inconsistencies"" title=""Some inconsistencies"">

Is there any way to find classes and CSS applied to each part of a window ? I am looking for the same thing which Google Chrome developer tools provide.
","Need help fixing CSS for a GTK theme for Gnome Shell","22298161","2014-03-08 10:15:36","1","0"
"22313932","In a gnome-terminal (bash) I can run this command to change the title of the terminal to ""hello"":

PROMPT_COMMAND='echo -ne ""\033]0;hello\007""'


That's great, but now I want to create an alias named ""title"" in ~/.bashrc to run that command so that I can open any terminal and just type ""title"" and have the terminal window's name change to ""hello"".  

What is the code that will create the alias so that it works? I'm sure it's a maze of character escape sequences.

Extra bonus points if you can code it so that I can type in something like ""title My Window"" and the alias will then title the current gnome-terminal to ""My Window"".
","alias to retitle current gnome-terminal","22332802","2014-03-11 00:09:00","2","0"
"22351752","I just installed Fedora 20 on my laptop.

I've never been the Administrator of a Linux machine and so...I don't know how to install application on it! :D

Could you please help me? 
I tried using some command like :

sudo apt-get ....

but it fails because something is not installed, and I also tried to use the new software center, but there are no applications inside, I can only see some squares with 3 points inside them and that's all.

I just started using Linux, so I'm sorry in advance if I'll make stupid questions!

Thank'you all!
","Fedora 20 - how to install applications?","23920849","2014-03-12 12:35:46","2","1"
